0.050797 1.274845 10.714228 0.000000 3.889119 0.918880
1.052107 0.719699 6.982462 0.000000 3.857542 1.207582
2.053491 0.779469 7.629074 0.000000 3.855123 1.205383
3.054952 0.740785 7.160635 0.000000 3.833221 1.209818
4.056156 0.754630 7.490280 0.000000 3.853530 1.174532
5.058040 0.753555 7.455239 0.000000 3.819282 1.330509
6.059477 1.483053 9.891091 0.000000 3.878292 1.157370
7.060847 0.825468 7.374053 0.000000 3.861897 1.205457
8.094069 5.677737 17.386774 0.000000 4.418382 0.510339
9.112830 7.334175 21.501669 0.000000 4.593943 0.212451
10.127864 7.341998 21.488632 0.000000 4.537105 0.267504
11.136619 7.274326 21.328165 0.000000 4.584043 0.283840
12.141526 7.247031 21.264047 0.000000 4.542407 0.271255
13.142971 6.282899 20.316974 0.000000 4.277511 0.306367
14.144247 3.496454 13.661599 0.000000 4.098759 0.692045
15.145655 2.055623 11.758376 0.000000 4.002832 1.199906
16.146806 3.848003 17.861749 0.000000 4.075844 1.197426
17.147989 3.737264 17.748904 0.000000 4.079693 1.199188
18.149525 2.179224 12.076298 0.000000 3.997994 1.218886
19.153696 6.650970 19.783574 0.000000 6.092433 0.350882
20.160593 7.041038 21.242089 0.000000 6.065633 0.297760
21.168133 7.092699 21.272432 0.000000 5.928503 0.178143
22.170005 6.602205 20.852295 0.000000 5.865577 0.244277
23.171208 2.104371 13.697693 0.000000 4.261231 1.201118
24.176740 7.182374 21.422597 0.000000 6.933522 0.478136
25.178347 6.775078 21.006923 0.000000 5.808385 0.328350
26.179697 3.845593 17.451158 0.000000 4.245855 1.202421
27.190905 6.918445 20.793088 0.000000 6.362089 0.293279
28.198797 7.120334 21.359958 0.000000 5.804940 0.189834
29.200790 4.183481 17.354711 0.000000 4.852420 0.675056
30.202509 5.705966 19.299618 0.000000 6.327471 0.769363
31.203652 3.832808 17.850371 0.000000 4.105933 1.211412
32.204966 3.803307 17.090810 0.000000 4.812951 1.202556
33.206940 2.268532 14.184218 0.000000 4.203281 1.199000
34.208188 3.425306 16.923812 0.000000 4.281263 1.201032
35.209155 2.959586 15.176776 0.000000 4.717545 1.199279
36.221365 5.613601 19.533693 0.000000 6.114127 0.815604
37.224315 7.108303 21.422248 0.000000 6.115307 0.198897
38.227876 6.941392 21.195230 0.000000 6.722551 0.516242
39.229567 6.631411 20.851157 0.000000 5.968835 0.324092
40.232130 4.989455 18.925508 0.000000 5.989730 1.175532
41.233642 6.421412 20.657927 0.000000 6.262534 0.894951
42.234969 3.841338 17.842183 0.000000 4.298952 1.198681
43.236406 3.381829 16.247131 0.000000 4.903415 1.205767
44.242492 7.156078 21.498613 0.000000 7.237143 0.606222
